YYYY,m,d,h,h'Es
1995,2,17,5,NaN
1995,2,17,6,NaN
1995,2,17,7,NaN
1995,2,17,8,NaN
1995,2,17,9,NaN
1995,2,17,10,NaN
1995,2,17,11,NaN
1995,2,17,12,NaN
1995,2,17,13,NaN
1995,2,17,14,NaN
1995,2,17,15,NaN
1995,2,17,16,NaN
1995,2,17,17,NaN
1995,2,17,18,NaN
1995,2,17,19,NaN
1995,2,17,20,NaN
1995,2,17,21,NaN
1995,2,17,22,NaN
1995,2,17,23,NaN
1995,2,18,0,NaN
1995,2,18,1,NaN
1995,2,18,2,NaN
1995,2,18,3,125
1995,2,18,4,NaN
1995,2,18,5,NaN
1995,2,18,6,NaN
1995,2,18,7,NaN
1995,2,18,8,NaN
1995,2,18,9,NaN
1995,2,18,10,NaN
1995,2,18,11,NaN
1995,2,18,12,NaN
1995,2,18,13,NaN
1995,2,18,14,NaN
1995,2,18,15,NaN
1995,2,18,16,NaN
1995,2,18,17,NaN
1995,2,18,18,NaN
1995,2,18,19,NaN
1995,2,18,20,NaN
1995,2,18,21,NaN
1995,2,18,22,NaN
1995,2,18,23,NaN
1995,2,19,0,NaN
1995,2,19,1,NaN
1995,2,19,2,NaN
1995,2,19,3,NaN
1995,2,19,4,NaN
1995,2,19,5,NaN
1995,2,19,6,NaN
1995,2,19,7,NaN
1995,2,19,8,NaN
1995,2,19,9,NaN
1995,2,19,10,NaN
1995,2,19,11,NaN
1995,2,19,12,NaN
1995,2,19,13,110
1995,2,19,14,NaN
1995,2,19,15,NaN
1995,2,19,16,NaN
1995,2,19,17,NaN
1995,2,19,18,NaN
1995,2,19,19,NaN
1995,2,19,20,NaN
1995,2,19,21,NaN
1995,2,19,22,NaN
1995,2,19,23,NaN
1995,2,20,0,NaN
1995,2,20,1,NaN
1995,2,20,2,NaN
1995,2,20,3,NaN
1995,2,20,4,NaN
1995,2,20,5,NaN
1995,2,20,6,NaN
1995,2,20,7,120
1995,2,20,8,160
1995,2,20,9,NaN
1995,2,20,10,140
1995,2,20,11,NaN
1995,2,20,12,NaN
1995,2,20,13,NaN
1995,2,20,14,NaN
1995,2,20,15,NaN
1995,2,20,16,NaN
1995,2,20,17,NaN
1995,2,20,18,100
1995,2,20,19,100
1995,2,20,20,100
1995,2,20,21,100
1995,2,20,22,NaN
1995,2,20,23,NaN
1995,2,21,0,NaN
1995,2,21,1,NaN
1995,2,21,2,NaN
1995,2,21,3,110
1995,2,21,4,110
1995,2,21,5,110
1995,2,21,6,140
1995,2,21,7,120
1995,2,21,8,NaN
1995,2,21,9,NaN
1995,2,21,10,NaN
1995,2,21,11,100
1995,2,21,12,NaN
1995,2,21,13,NaN
1995,2,21,14,NaN
1995,2,21,15,NaN
1995,2,21,16,NaN
1995,2,21,17,NaN
1995,2,21,18,NaN
1995,2,21,19,NaN
1995,2,21,20,NaN
1995,2,21,21,NaN
1995,2,21,22,NaN
1995,2,21,23,NaN
1995,2,22,0,NaN
1995,2,22,1,NaN
1995,2,22,2,NaN
1995,2,22,3,105
1995,2,22,4,105
1995,2,22,5,NaN
1995,2,22,6,100
1995,2,22,7,NaN
1995,2,22,8,NaN
1995,2,22,9,NaN
1995,2,22,10,105
1995,2,22,11,NaN
1995,2,22,12,NaN
1995,2,22,13,NaN
1995,2,22,14,NaN
1995,2,22,15,NaN
1995,2,22,16,NaN
1995,2,22,17,NaN
1995,2,22,18,NaN
1995,2,22,19,100
1995,2,22,20,100
1995,2,22,21,100
1995,2,22,22,100
1995,2,22,23,100
1995,2,23,0,NaN
1995,2,23,1,NaN
1995,2,23,2,NaN
1995,2,23,3,NaN
1995,2,23,4,NaN
1995,2,23,5,NaN
1995,2,23,6,NaN
1995,2,23,7,NaN
1995,2,23,8,100
1995,2,23,9,NaN
1995,2,23,10,110
1995,2,23,11,NaN
1995,2,23,12,100
1995,2,23,13,NaN
1995,2,23,14,NaN
1995,2,23,15,NaN
1995,2,23,16,NaN
1995,2,23,17,NaN
1995,2,23,18,NaN
1995,2,23,19,NaN
1995,2,23,20,NaN
1995,2,23,21,NaN
1995,2,23,22,NaN
1995,2,23,23,NaN
1995,2,24,0,NaN
1995,2,24,1,NaN
1995,2,24,2,110
1995,2,24,3,NaN
1995,2,24,4,NaN
1995,2,24,5,NaN
1995,2,24,6,NaN
1995,2,24,7,NaN
1995,2,24,8,NaN
1995,2,24,9,NaN
1995,2,24,10,NaN
1995,2,24,11,NaN
1995,2,24,12,NaN
1995,2,24,13,NaN
1995,2,24,14,NaN
1995,2,24,15,NaN
1995,2,24,16,NaN
1995,2,24,17,NaN
1995,2,24,18,NaN
1995,2,24,19,NaN
1995,2,24,20,NaN
1995,2,24,21,NaN
1995,2,24,22,NaN
1995,2,24,23,NaN
1995,2,25,0,NaN
1995,2,25,1,NaN
1995,2,25,2,NaN
1995,2,25,3,NaN
1995,2,25,4,NaN
1995,2,25,5,NaN
1995,2,25,6,NaN
1995,2,25,7,NaN
1995,2,25,8,NaN
1995,2,25,9,NaN
1995,2,25,10,NaN
1995,2,25,11,NaN
1995,2,25,12,NaN
1995,2,25,13,NaN
1995,2,25,14,NaN
1995,2,25,15,NaN
1995,2,25,16,NaN
1995,2,25,17,NaN
1995,2,25,18,NaN
1995,2,25,19,NaN
1995,2,25,20,NaN
1995,2,25,21,NaN
1995,2,25,22,NaN
1995,2,25,23,NaN
1995,2,26,0,NaN
1995,2,26,1,NaN
1995,2,26,2,NaN
1995,2,26,3,NaN
1995,2,26,4,NaN
1995,2,26,5,NaN
1995,2,26,6,NaN
1995,2,26,7,NaN
1995,2,26,8,NaN
1995,2,26,9,NaN
1995,2,26,10,170
1995,2,26,11,NaN
1995,2,26,12,NaN
1995,2,26,13,NaN
1995,2,26,14,NaN
1995,2,26,15,NaN
1995,2,26,16,NaN
1995,2,26,17,NaN
1995,2,26,18,NaN
1995,2,26,19,NaN
1995,2,26,20,NaN
1995,2,26,21,NaN
1995,2,26,22,120
1995,2,26,23,NaN
1995,2,27,0,NaN
1995,2,27,1,NaN
1995,2,27,2,NaN
1995,2,27,3,110
1995,2,27,4,NaN
1995,2,27,5,120
1995,2,27,6,110
1995,2,27,7,110
1995,2,27,8,NaN
1995,2,27,9,110
1995,2,27,10,NaN
1995,2,27,11,NaN
1995,2,27,12,NaN
1995,2,27,13,NaN
1995,2,27,14,NaN
1995,2,27,15,NaN
1995,2,27,16,NaN
1995,2,27,17,NaN
1995,2,27,18,NaN
1995,2,27,19,NaN
1995,2,27,20,NaN
1995,2,27,21,NaN
1995,2,27,22,NaN
1995,2,27,23,NaN
1995,2,28,0,NaN
1995,2,28,1,NaN
1995,2,28,2,NaN
1995,2,28,3,NaN
1995,2,28,4,NaN
1995,2,28,5,NaN
1995,2,28,6,NaN
1995,2,28,7,NaN
1995,2,28,8,NaN
1995,2,28,9,NaN
1995,2,28,10,110
1995,2,28,11,NaN
1995,2,28,12,NaN
1995,2,28,13,NaN
1995,2,28,14,NaN
1995,2,28,15,NaN
1995,2,28,16,100
1995,2,28,17,100
1995,2,28,18,100
1995,2,28,19,NaN
1995,2,28,20,NaN
1995,2,28,21,NaN
1995,2,28,22,NaN
1995,2,28,23,NaN
1995,3,1,0,NaN
1995,3,1,1,NaN
1995,3,1,2,NaN
1995,3,1,3,NaN
1995,3,1,4,NaN
1995,3,1,5,100
1995,3,1,6,NaN
1995,3,1,7,NaN
1995,3,1,8,NaN
1995,3,1,9,NaN
1995,3,1,10,NaN
1995,3,1,11,NaN
1995,3,1,12,NaN
1995,3,1,13,NaN
1995,3,1,14,NaN
1995,3,1,15,NaN
1995,3,1,16,NaN
1995,3,1,17,NaN
1995,3,1,18,NaN
1995,3,1,19,NaN
1995,3,1,20,NaN
1995,3,1,21,NaN
1995,3,1,22,NaN
1995,3,1,23,NaN
1995,3,2,0,NaN
1995,3,2,1,110
1995,3,2,2,110
1995,3,2,3,110
1995,3,2,4,110
1995,3,2,5,170
1995,3,2,6,150
1995,3,2,7,100
1995,3,2,8,120
1995,3,2,9,100
1995,3,2,10,NaN
1995,3,2,11,NaN
1995,3,2,12,NaN
1995,3,2,13,110
1995,3,2,14,NaN
1995,3,2,15,NaN
1995,3,2,16,NaN
1995,3,2,17,NaN
1995,3,2,18,NaN
1995,3,2,19,NaN
1995,3,2,20,NaN
1995,3,2,21,NaN
1995,3,2,22,NaN
1995,3,2,23,NaN
1995,3,3,0,NaN
1995,3,3,1,NaN
1995,3,3,2,115
1995,3,3,3,NaN
1995,3,3,4,NaN
1995,3,3,5,105
1995,3,3,6,NaN
1995,3,3,7,NaN
1995,3,3,8,NaN
1995,3,3,9,NaN
1995,3,3,10,100
1995,3,3,11,NaN
1995,3,3,12,NaN
1995,3,3,13,NaN
1995,3,3,14,NaN
1995,3,3,15,NaN
1995,3,3,16,NaN
1995,3,3,17,NaN
1995,3,3,18,NaN
1995,3,3,19,NaN
1995,3,3,20,NaN
1995,3,3,21,NaN
1995,3,3,22,NaN
1995,3,3,23,NaN
1995,3,4,0,NaN
1995,3,4,1,NaN
1995,3,4,2,NaN
1995,3,4,3,NaN
1995,3,4,4,170
1995,3,4,5,NaN
1995,3,4,6,NaN
1995,3,4,7,NaN
1995,3,4,8,NaN
1995,3,4,9,NaN
1995,3,4,10,NaN
1995,3,4,11,NaN
1995,3,4,12,NaN
1995,3,4,13,NaN
1995,3,4,14,NaN
1995,3,4,15,NaN
1995,3,4,16,NaN
1995,3,4,17,NaN
1995,3,4,18,NaN
1995,3,4,19,NaN
1995,3,4,20,NaN
1995,3,4,21,NaN
1995,3,4,22,NaN
1995,3,4,23,NaN
1995,3,5,0,NaN
1995,3,5,1,NaN
1995,3,5,2,NaN
1995,3,5,3,NaN
1995,3,5,4,110
1995,3,5,5,NaN
1995,3,5,6,NaN
1995,3,5,7,NaN
1995,3,5,8,160
1995,3,5,9,NaN
1995,3,5,10,NaN
1995,3,5,11,NaN
1995,3,5,12,NaN
1995,3,5,13,NaN
1995,3,5,14,NaN
1995,3,5,15,NaN
1995,3,5,16,NaN
1995,3,5,17,NaN
1995,3,5,18,NaN
1995,3,5,19,NaN
1995,3,5,20,NaN
1995,3,5,21,NaN
1995,3,5,22,NaN
1995,3,5,23,NaN
1995,3,6,0,NaN
1995,3,6,1,NaN
1995,3,6,2,110
1995,3,6,3,160
1995,3,6,4,135
1995,3,6,5,120
1995,3,6,6,110
1995,3,6,7,NaN
1995,3,6,8,NaN
1995,3,6,9,NaN
1995,3,6,10,NaN
1995,3,6,11,NaN
1995,3,6,12,NaN
1995,3,6,13,NaN
1995,3,6,14,NaN
1995,3,6,15,NaN
1995,3,6,16,NaN
1995,3,6,17,NaN
1995,3,6,18,NaN
1995,3,6,19,NaN
1995,3,6,20,NaN
1995,3,6,21,NaN
1995,3,6,22,NaN
1995,3,6,23,NaN
1995,3,7,0,NaN
1995,3,7,1,NaN
1995,3,7,2,NaN
1995,3,7,3,NaN
1995,3,7,4,NaN
1995,3,7,5,NaN
1995,3,7,6,NaN
1995,3,7,7,NaN
1995,3,7,8,NaN
1995,3,7,9,NaN
1995,3,7,10,NaN
1995,3,7,11,NaN
1995,3,7,12,NaN
1995,3,7,13,NaN
1995,3,7,14,NaN
1995,3,7,15,NaN
1995,3,7,16,NaN
1995,3,7,17,NaN
1995,3,7,18,NaN
1995,3,7,19,NaN
1995,3,7,20,NaN
1995,3,7,21,NaN
1995,3,7,22,NaN
1995,3,7,23,NaN
1995,3,8,0,NaN
1995,3,8,1,NaN
1995,3,8,2,NaN
1995,3,8,3,NaN
1995,3,8,4,NaN
1995,3,8,5,NaN
1995,3,8,6,130
1995,3,8,7,NaN
1995,3,8,8,NaN
1995,3,8,9,NaN
1995,3,8,10,NaN
1995,3,8,11,NaN
1995,3,8,12,NaN
1995,3,8,13,NaN
1995,3,8,14,NaN
1995,3,8,15,NaN
1995,3,8,16,NaN
1995,3,8,17,NaN
1995,3,8,18,NaN
1995,3,8,19,NaN
1995,3,8,20,NaN
1995,3,8,21,NaN
1995,3,8,22,NaN
1995,3,8,23,NaN
1995,3,9,0,NaN
1995,3,9,1,NaN
1995,3,9,2,NaN
1995,3,9,3,NaN
1995,3,9,4,NaN
1995,3,9,5,NaN
1995,3,9,6,NaN
1995,3,9,7,NaN
1995,3,9,8,NaN
1995,3,9,9,NaN
1995,3,9,10,NaN
1995,3,9,11,150
1995,3,9,12,NaN
1995,3,9,13,NaN
1995,3,9,14,NaN
1995,3,9,15,NaN
1995,3,9,16,NaN
1995,3,9,17,NaN
1995,3,9,18,NaN
1995,3,9,19,NaN
1995,3,9,20,NaN
1995,3,9,21,NaN
1995,3,9,22,NaN
1995,3,9,23,NaN
1995,3,10,0,NaN
1995,3,10,1,NaN
1995,3,10,2,125
1995,3,10,3,120
1995,3,10,4,110
1995,3,10,5,110
1995,3,10,6,105
1995,3,10,7,NaN
1995,3,10,8,NaN
1995,3,10,9,NaN
1995,3,10,10,NaN
1995,3,10,11,NaN
1995,3,10,12,NaN
1995,3,10,13,NaN
1995,3,10,14,NaN
1995,3,10,15,NaN
1995,3,10,16,NaN
1995,3,10,17,NaN
1995,3,10,18,NaN
1995,3,10,19,NaN
1995,3,10,20,NaN
1995,3,10,21,NaN
1995,3,10,22,100
1995,3,10,23,NaN
1995,3,11,0,NaN
1995,3,11,1,NaN
1995,3,11,2,NaN
1995,3,11,3,NaN
1995,3,11,4,NaN
1995,3,11,5,NaN
1995,3,11,6,NaN
1995,3,11,7,NaN
1995,3,11,8,100
1995,3,11,9,NaN
1995,3,11,10,NaN
1995,3,11,11,NaN
1995,3,11,12,NaN
1995,3,11,13,NaN
1995,3,11,14,NaN
1995,3,11,15,NaN
1995,3,11,16,NaN
1995,3,11,17,NaN
1995,3,11,18,NaN
1995,3,11,19,NaN
1995,3,11,20,NaN
1995,3,11,21,NaN
1995,3,11,22,NaN
1995,3,11,23,NaN
1995,3,12,0,NaN
1995,3,12,1,NaN
1995,3,12,2,110
1995,3,12,3,NaN
1995,3,12,4,NaN
1995,3,12,5,140
1995,3,12,6,NaN
1995,3,12,7,NaN
1995,3,12,8,NaN
1995,3,12,9,120
1995,3,12,10,140
1995,3,12,11,110
1995,3,12,12,NaN
1995,3,12,13,NaN
1995,3,12,14,NaN
1995,3,12,15,NaN
1995,3,12,16,NaN
1995,3,12,17,NaN
1995,3,12,18,NaN
1995,3,12,19,NaN
1995,3,12,20,146
1995,3,12,21,NaN
1995,3,12,22,NaN
1995,3,12,23,NaN
1995,3,13,0,NaN
1995,3,13,1,NaN
1995,3,13,2,NaN
1995,3,13,3,NaN
1995,3,13,4,120
1995,3,13,5,NaN
1995,3,13,6,NaN
1995,3,13,7,NaN
1995,3,13,8,NaN
1995,3,13,9,NaN
1995,3,13,10,NaN
1995,3,13,11,NaN
1995,3,13,12,NaN
1995,3,13,13,NaN
1995,3,13,14,NaN
1995,3,13,15,NaN
1995,3,13,16,NaN
1995,3,13,17,NaN
1995,3,13,18,NaN
1995,3,13,19,NaN
1995,3,13,20,NaN
1995,3,13,21,NaN
1995,3,13,22,NaN
1995,3,13,23,NaN
1995,3,14,0,NaN
1995,3,14,1,NaN
1995,3,14,2,130
1995,3,14,3,110
1995,3,14,4,100
1995,3,14,5,NaN
1995,3,14,6,NaN
1995,3,14,7,NaN
1995,3,14,8,NaN
1995,3,14,9,NaN
1995,3,14,10,115
1995,3,14,11,NaN
1995,3,14,12,NaN
1995,3,14,13,NaN
1995,3,14,14,NaN
1995,3,14,15,NaN
1995,3,14,16,NaN
1995,3,14,17,NaN
1995,3,14,18,NaN
1995,3,14,19,100
1995,3,14,20,100
1995,3,14,21,100
1995,3,14,22,100
1995,3,14,23,NaN
1995,3,15,0,NaN
1995,3,15,1,NaN
1995,3,15,2,NaN
1995,3,15,3,NaN
1995,3,15,4,NaN
1995,3,15,5,NaN
1995,3,15,6,NaN
1995,3,15,7,NaN
1995,3,15,8,NaN
1995,3,15,9,NaN
1995,3,15,10,NaN
1995,3,15,11,110
1995,3,15,12,NaN
1995,3,15,13,NaN
1995,3,15,14,NaN
1995,3,15,15,NaN
1995,3,15,16,NaN
1995,3,15,17,NaN
1995,3,15,18,NaN
1995,3,15,19,NaN
1995,3,15,20,NaN
1995,3,15,21,NaN
1995,3,15,22,NaN
1995,3,15,23,NaN
1995,3,16,0,NaN
1995,3,16,1,NaN
1995,3,16,2,NaN
1995,3,16,3,NaN
1995,3,16,4,NaN
1995,3,16,5,NaN
1995,3,16,6,NaN
1995,3,16,7,NaN
1995,3,16,8,NaN
1995,3,16,9,NaN
1995,3,16,10,NaN
1995,3,16,11,150
1995,3,16,12,130
1995,3,16,13,NaN
1995,3,16,14,NaN
1995,3,16,15,NaN
1995,3,16,16,NaN
1995,3,16,17,NaN
1995,3,16,18,NaN
1995,3,16,19,NaN
1995,3,16,20,NaN
1995,3,16,21,NaN
1995,3,16,22,NaN
1995,3,16,23,NaN
1995,3,17,0,NaN
1995,3,17,1,NaN
1995,3,17,2,110
1995,3,17,3,NaN
1995,3,17,4,NaN
1995,3,17,5,NaN
1995,3,17,6,140
1995,3,17,7,120
1995,3,17,8,120
1995,3,17,9,120
1995,3,17,10,120
1995,3,17,11,110
1995,3,17,12,NaN
1995,3,17,13,NaN
1995,3,17,14,NaN
1995,3,17,15,110
1995,3,17,16,100
1995,3,17,17,100
1995,3,17,18,NaN
1995,3,17,19,100
1995,3,17,20,NaN
1995,3,17,21,NaN
1995,3,17,22,NaN
1995,3,17,23,100
1995,3,18,0,NaN
1995,3,18,1,NaN
1995,3,18,2,NaN
1995,3,18,3,NaN
1995,3,18,4,150
1995,3,18,5,140
1995,3,18,6,140
1995,3,18,7,110
1995,3,18,8,130
1995,3,18,9,130
1995,3,18,10,NaN
1995,3,18,11,NaN
1995,3,18,12,NaN
1995,3,18,13,110
1995,3,18,14,NaN
1995,3,18,15,NaN
1995,3,18,16,NaN
1995,3,18,17,NaN
1995,3,18,18,NaN
1995,3,18,19,NaN
1995,3,18,20,NaN
1995,3,18,21,NaN
1995,3,18,22,NaN
1995,3,18,23,NaN
1995,3,19,0,NaN
1995,3,19,1,NaN
1995,3,19,2,NaN
1995,3,19,3,NaN
1995,3,19,4,105
1995,3,19,5,105
1995,3,19,6,NaN
1995,3,19,7,NaN
1995,3,19,8,105
1995,3,19,9,105
1995,3,19,10,NaN
1995,3,19,11,145
1995,3,19,12,130
1995,3,19,13,NaN
1995,3,19,14,NaN
1995,3,19,15,NaN
1995,3,19,16,NaN
1995,3,19,17,NaN
1995,3,19,18,NaN
1995,3,19,19,NaN
1995,3,19,20,NaN
1995,3,19,21,NaN
1995,3,19,22,NaN
1995,3,19,23,NaN
1995,3,20,0,NaN
1995,3,20,1,NaN
1995,3,20,2,NaN
1995,3,20,3,NaN
1995,3,20,4,NaN
1995,3,20,5,NaN
1995,3,20,6,120
1995,3,20,7,110
1995,3,20,8,110
1995,3,20,9,105
1995,3,20,10,NaN
1995,3,20,11,NaN
1995,3,20,12,NaN
1995,3,20,13,NaN
1995,3,20,14,NaN
1995,3,20,15,NaN
1995,3,20,16,NaN
1995,3,20,17,NaN
1995,3,20,18,NaN
1995,3,20,19,NaN
1995,3,20,20,NaN
1995,3,20,21,NaN
1995,3,20,22,NaN
1995,3,20,23,NaN
1995,3,21,0,NaN
1995,3,21,1,NaN
1995,3,21,2,NaN
1995,3,21,3,170
1995,3,21,4,150
1995,3,21,5,NaN
1995,3,21,6,120
1995,3,21,7,115
1995,3,21,8,110
1995,3,21,9,115
1995,3,21,10,115
1995,3,21,11,NaN
1995,3,21,12,NaN
1995,3,21,13,NaN
1995,3,21,14,105
1995,3,21,15,NaN
1995,3,21,16,NaN
1995,3,21,17,NaN
1995,3,21,18,NaN
1995,3,21,19,NaN
1995,3,21,20,NaN
1995,3,21,21,NaN
1995,3,21,22,NaN
1995,3,21,23,NaN
1995,3,22,0,NaN
1995,3,22,1,NaN
1995,3,22,2,110
1995,3,22,3,NaN
1995,3,22,4,NaN
1995,3,22,5,150
1995,3,22,6,150
1995,3,22,7,125
1995,3,22,8,140
1995,3,22,9,130
1995,3,22,10,NaN
1995,3,22,11,110
1995,3,22,12,NaN
1995,3,22,13,NaN
1995,3,22,14,NaN
1995,3,22,15,NaN
1995,3,22,16,NaN
1995,3,22,17,NaN
1995,3,22,18,NaN
1995,3,22,19,NaN
1995,3,22,20,NaN
1995,3,22,21,NaN
1995,3,22,22,NaN
1995,3,22,23,NaN
1995,3,23,0,NaN
1995,3,23,1,NaN
1995,3,23,2,NaN
1995,3,23,3,NaN
1995,3,23,4,NaN
1995,3,23,5,110
1995,3,23,6,NaN
1995,3,23,7,NaN
1995,3,23,8,NaN
1995,3,23,9,NaN
1995,3,23,10,NaN
1995,3,23,11,NaN
1995,3,23,12,NaN
1995,3,23,13,NaN
1995,3,23,14,NaN
1995,3,23,15,NaN
1995,3,23,16,NaN
1995,3,23,17,NaN
1995,3,23,18,NaN
1995,3,23,19,NaN
1995,3,23,20,NaN
1995,3,23,21,NaN
1995,3,23,22,NaN
1995,3,23,23,NaN
1995,3,24,0,NaN
1995,3,24,1,NaN
1995,3,24,2,NaN
1995,3,24,3,125
1995,3,24,4,NaN
1995,3,24,5,105
1995,3,24,6,120
1995,3,24,7,NaN
1995,3,24,8,NaN
1995,3,24,9,NaN
1995,3,24,10,NaN
1995,3,24,11,NaN
1995,3,24,12,NaN
1995,3,24,13,NaN
1995,3,24,14,NaN
1995,3,24,15,NaN
1995,3,24,16,NaN
1995,3,24,17,NaN
1995,3,24,18,NaN
1995,3,24,19,NaN
1995,3,24,20,NaN
1995,3,24,21,NaN
1995,3,24,22,NaN
1995,3,24,23,NaN
1995,3,25,0,NaN
1995,3,25,1,140
1995,3,25,2,NaN
1995,3,25,3,NaN
1995,3,25,4,110
1995,3,25,5,115
1995,3,25,6,110
1995,3,25,7,120
1995,3,25,8,120
1995,3,25,9,110
1995,3,25,10,115
1995,3,25,11,140
1995,3,25,12,140
1995,3,25,13,NaN
1995,3,25,14,NaN
1995,3,25,15,NaN
1995,3,25,16,NaN
1995,3,25,17,NaN
1995,3,25,18,NaN
1995,3,25,19,NaN
1995,3,25,20,NaN
1995,3,25,21,NaN
1995,3,25,22,NaN
1995,3,25,23,NaN
1995,3,26,0,NaN
1995,3,26,1,NaN
1995,3,26,2,150
1995,3,26,3,110
1995,3,26,4,110
1995,3,26,5,NaN
1995,3,26,6,125
1995,3,26,7,110
1995,3,26,8,110
1995,3,26,9,110
1995,3,26,10,NaN
1995,3,26,11,100
1995,3,26,12,NaN
1995,3,26,13,NaN
1995,3,26,14,NaN
1995,3,26,15,NaN
1995,3,26,16,NaN
1995,3,26,17,NaN
1995,3,26,18,NaN
1995,3,26,19,NaN
1995,3,26,20,NaN
1995,3,26,21,NaN
1995,3,26,22,NaN
1995,3,26,23,NaN
1995,3,27,0,NaN
1995,3,27,1,NaN
1995,3,27,2,NaN
1995,3,27,3,NaN
1995,3,27,4,NaN
1995,3,27,5,NaN
1995,3,27,6,NaN
1995,3,27,7,NaN
1995,3,27,8,NaN
1995,3,27,9,NaN
1995,3,27,10,NaN
1995,3,27,11,NaN
1995,3,27,12,NaN
1995,3,27,13,NaN
1995,3,27,14,NaN
1995,3,27,15,NaN
1995,3,27,16,NaN
1995,3,27,17,NaN
1995,3,27,18,NaN
1995,3,27,19,NaN
1995,3,27,20,NaN
1995,3,27,21,NaN
1995,3,27,22,NaN
1995,3,27,23,NaN
1995,3,28,0,NaN
1995,3,28,1,105
1995,3,28,2,NaN
1995,3,28,3,NaN
1995,3,28,4,NaN
1995,3,28,5,NaN
1995,3,28,6,NaN
1995,3,28,7,NaN
1995,3,28,8,NaN
1995,3,28,9,NaN
1995,3,28,10,NaN
1995,3,28,11,NaN
1995,3,28,12,NaN
1995,3,28,13,NaN
1995,3,28,14,NaN
1995,3,28,15,NaN
1995,3,28,16,NaN
1995,3,28,17,NaN
1995,3,28,18,NaN
1995,3,28,19,NaN
1995,3,28,20,NaN
1995,3,28,21,NaN
1995,3,28,22,NaN
1995,3,28,23,NaN
1995,3,29,0,NaN
1995,3,29,1,NaN
1995,3,29,2,NaN
1995,3,29,3,NaN
1995,3,29,4,120
1995,3,29,5,120
1995,3,29,6,110
1995,3,29,7,120
1995,3,29,8,NaN
1995,3,29,9,NaN
1995,3,29,10,NaN
1995,3,29,11,NaN
1995,3,29,12,NaN
1995,3,29,13,NaN
1995,3,29,14,NaN
1995,3,29,15,NaN
1995,3,29,16,NaN
1995,3,29,17,NaN
1995,3,29,18,NaN
1995,3,29,19,NaN
1995,3,29,20,NaN
1995,3,29,21,NaN
1995,3,29,22,NaN
1995,3,29,23,110
1995,3,30,0,110
1995,3,30,1,NaN
1995,3,30,2,NaN
1995,3,30,3,NaN
1995,3,30,4,115
1995,3,30,5,NaN
1995,3,30,6,NaN
1995,3,30,7,NaN
1995,3,30,8,NaN
1995,3,30,9,NaN
1995,3,30,10,130
1995,3,30,11,NaN
1995,3,30,12,NaN
1995,3,30,13,NaN
1995,3,30,14,NaN
1995,3,30,15,NaN
1995,3,30,16,NaN
1995,3,30,17,NaN
1995,3,30,18,NaN
1995,3,30,19,NaN
1995,3,30,20,NaN
1995,3,30,21,NaN
1995,3,30,22,NaN
1995,3,30,23,NaN
1995,3,31,0,NaN
1995,3,31,1,NaN
1995,3,31,2,NaN
1995,3,31,3,NaN
1995,3,31,4,120
1995,3,31,5,NaN
1995,3,31,6,NaN
1995,3,31,7,NaN
1995,3,31,8,NaN
1995,3,31,9,NaN
1995,3,31,10,NaN
1995,3,31,11,NaN
1995,3,31,12,NaN
1995,3,31,13,NaN
1995,3,31,14,NaN
1995,3,31,15,NaN
1995,3,31,16,NaN
1995,3,31,17,NaN
1995,3,31,18,NaN
1995,3,31,19,NaN
1995,3,31,20,NaN
1995,3,31,21,NaN
1995,3,31,22,NaN
1995,3,31,23,NaN
1995,4,1,0,NaN
1995,4,1,1,NaN
1995,4,1,2,160
1995,4,1,3,150
1995,4,1,4,NaN
1995,4,1,5,NaN
1995,4,1,6,NaN
1995,4,1,7,NaN
1995,4,1,8,NaN
1995,4,1,9,NaN
1995,4,1,10,NaN
1995,4,1,11,NaN
1995,4,1,12,NaN
1995,4,1,13,NaN
1995,4,1,14,NaN
1995,4,1,15,NaN
1995,4,1,16,NaN
1995,4,1,17,NaN
1995,4,1,18,NaN
1995,4,1,19,NaN
1995,4,1,20,NaN
1995,4,1,21,NaN
1995,4,1,22,NaN
1995,4,1,23,NaN
1995,4,2,0,NaN
1995,4,2,1,NaN
1995,4,2,2,NaN
1995,4,2,3,120
1995,4,2,4,NaN
1995,4,2,5,NaN
1995,4,2,6,110
1995,4,2,7,NaN
1995,4,2,8,120
1995,4,2,9,140
1995,4,2,10,NaN
1995,4,2,11,NaN
1995,4,2,12,160
1995,4,2,13,NaN
1995,4,2,14,NaN
1995,4,2,15,NaN
1995,4,2,16,NaN
1995,4,2,17,NaN
1995,4,2,18,NaN
1995,4,2,19,NaN
1995,4,2,20,NaN
1995,4,2,21,110
1995,4,2,22,NaN
1995,4,2,23,100
1995,4,3,0,100
1995,4,3,1,100
1995,4,3,2,110
1995,4,3,3,NaN
1995,4,3,4,135
1995,4,3,5,115
1995,4,3,6,110
1995,4,3,7,110
1995,4,3,8,110
1995,4,3,9,120
1995,4,3,10,100
1995,4,3,11,115
1995,4,3,12,105
1995,4,3,13,100
1995,4,3,14,100
1995,4,3,15,100
1995,4,3,16,100
1995,4,3,17,100
1995,4,3,18,100
1995,4,3,19,NaN
1995,4,3,20,100
1995,4,3,21,100
1995,4,3,22,100
1995,4,3,23,NaN
1995,4,4,0,NaN
1995,4,4,1,105
1995,4,4,2,NaN
1995,4,4,3,NaN
1995,4,4,4,NaN
1995,4,4,5,NaN
