YYYY,m,d,h,h'Es
2012,12,19,14,NaN
2012,12,19,15,120
2012,12,19,16,105
2012,12,19,17,NaN
2012,12,19,18,NaN
2012,12,19,19,125
2012,12,19,20,NaN
2012,12,19,21,120
2012,12,19,22,NaN
2012,12,19,23,NaN
2012,12,20,0,125
2012,12,20,1,110
2012,12,20,2,110
2012,12,20,3,105
2012,12,20,4,170
2012,12,20,5,165
2012,12,20,6,145
2012,12,20,7,130
2012,12,20,8,120
2012,12,20,9,115
2012,12,20,10,115
2012,12,20,11,130
2012,12,20,12,120
2012,12,20,13,115
2012,12,20,14,NaN
2012,12,20,15,NaN
2012,12,20,16,NaN
2012,12,20,17,NaN
2012,12,20,18,120
2012,12,20,19,125
2012,12,20,20,115
2012,12,20,21,110
2012,12,20,22,110
2012,12,20,23,110
2012,12,21,0,110
2012,12,21,1,NaN
2012,12,21,2,NaN
2012,12,21,3,110
2012,12,21,4,115
2012,12,21,5,165
2012,12,21,6,135
2012,12,21,7,125
2012,12,21,8,130
2012,12,21,9,120
2012,12,21,10,115
2012,12,21,11,115
2012,12,21,12,110
2012,12,21,13,110
2012,12,21,14,NaN
2012,12,21,15,NaN
2012,12,21,16,NaN
2012,12,21,17,NaN
2012,12,21,18,NaN
2012,12,21,19,NaN
2012,12,21,20,NaN
2012,12,21,21,NaN
2012,12,21,22,NaN
2012,12,21,23,NaN
2012,12,22,0,100
2012,12,22,1,110
2012,12,22,2,NaN
2012,12,22,3,160
2012,12,22,4,140
2012,12,22,5,140
2012,12,22,6,130
2012,12,22,7,125
2012,12,22,8,120
2012,12,22,9,120
2012,12,22,10,120
2012,12,22,11,115
2012,12,22,12,110
2012,12,22,13,105
2012,12,22,14,105
2012,12,22,15,100
2012,12,22,16,100
2012,12,22,17,100
2012,12,22,18,NaN
2012,12,22,19,100
2012,12,22,20,NaN
2012,12,22,21,NaN
2012,12,22,22,NaN
2012,12,22,23,NaN
2012,12,23,0,110
2012,12,23,1,NaN
2012,12,23,2,NaN
2012,12,23,3,110
2012,12,23,4,145
2012,12,23,5,150
2012,12,23,6,140
2012,12,23,7,130
2012,12,23,8,125
2012,12,23,9,125
2012,12,23,10,120
2012,12,23,11,115
2012,12,23,12,105
2012,12,23,13,115
2012,12,23,14,100
2012,12,23,15,105
2012,12,23,16,NaN
2012,12,23,17,NaN
2012,12,23,18,NaN
2012,12,23,19,130
2012,12,23,20,NaN
2012,12,23,21,NaN
2012,12,23,22,115
2012,12,23,23,110
2012,12,24,0,100
2012,12,24,1,110
2012,12,24,2,115
2012,12,24,3,175
2012,12,24,4,155
2012,12,24,5,165
2012,12,24,6,135
2012,12,24,7,120
2012,12,24,8,120
2012,12,24,9,115
2012,12,24,10,115
2012,12,24,11,115
2012,12,24,12,NaN
2012,12,24,13,NaN
2012,12,24,14,NaN
2012,12,24,15,NaN
2012,12,24,16,NaN
2012,12,24,17,NaN
2012,12,24,18,NaN
2012,12,24,19,NaN
2012,12,24,20,NaN
2012,12,24,21,NaN
2012,12,24,22,NaN
2012,12,24,23,NaN
2012,12,25,0,NaN
2012,12,25,1,110
2012,12,25,2,110
2012,12,25,3,170
2012,12,25,4,155
2012,12,25,5,165
2012,12,25,6,145
2012,12,25,7,160
2012,12,25,8,110
2012,12,25,9,140
2012,12,25,10,120
2012,12,25,11,120
2012,12,25,12,110
2012,12,25,13,105
2012,12,25,14,NaN
2012,12,25,15,135
2012,12,25,16,NaN
2012,12,25,17,NaN
2012,12,25,18,NaN
2012,12,25,19,NaN
2012,12,25,20,NaN
2012,12,25,21,NaN
2012,12,25,22,NaN
2012,12,25,23,NaN
2012,12,26,0,110
2012,12,26,1,115
2012,12,26,2,110
2012,12,26,3,185
2012,12,26,4,180
2012,12,26,5,145
2012,12,26,6,110
2012,12,26,7,160
2012,12,26,8,135
2012,12,26,9,130
2012,12,26,10,120
2012,12,26,11,115
2012,12,26,12,NaN
2012,12,26,13,NaN
2012,12,26,14,NaN
2012,12,26,15,NaN
2012,12,26,16,NaN
2012,12,26,17,NaN
2012,12,26,18,NaN
2012,12,26,19,NaN
2012,12,26,20,120
2012,12,26,21,NaN
2012,12,26,22,115
2012,12,26,23,110
2012,12,27,0,110
2012,12,27,1,115
2012,12,27,2,NaN
2012,12,27,3,105
2012,12,27,4,160
2012,12,27,5,160
2012,12,27,6,140
2012,12,27,7,145
2012,12,27,8,150
2012,12,27,9,120
2012,12,27,10,115
2012,12,27,11,110
2012,12,27,12,110
2012,12,27,13,110
2012,12,27,14,100
2012,12,27,15,NaN
2012,12,27,16,NaN
2012,12,27,17,NaN
2012,12,27,18,NaN
2012,12,27,19,NaN
2012,12,27,20,NaN
2012,12,27,21,NaN
2012,12,27,22,NaN
2012,12,27,23,NaN
2012,12,28,0,NaN
2012,12,28,1,NaN
2012,12,28,2,NaN
2012,12,28,3,180
2012,12,28,4,160
2012,12,28,5,130
2012,12,28,6,NaN
2012,12,28,7,NaN
2012,12,28,8,135
2012,12,28,9,125
2012,12,28,10,NaN
2012,12,28,11,110
2012,12,28,12,110
2012,12,28,13,NaN
2012,12,28,14,105
2012,12,28,15,NaN
2012,12,28,16,NaN
2012,12,28,17,NaN
2012,12,28,18,NaN
2012,12,28,19,NaN
2012,12,28,20,NaN
2012,12,28,21,NaN
2012,12,28,22,110
2012,12,28,23,110
2012,12,29,0,110
2012,12,29,1,110
2012,12,29,2,NaN
2012,12,29,3,140
2012,12,29,4,145
2012,12,29,5,130
2012,12,29,6,150
2012,12,29,7,150
2012,12,29,8,130
2012,12,29,9,125
2012,12,29,10,115
2012,12,29,11,110
2012,12,29,12,110
2012,12,29,13,NaN
2012,12,29,14,NaN
2012,12,29,15,NaN
2012,12,29,16,NaN
2012,12,29,17,NaN
2012,12,29,18,NaN
2012,12,29,19,NaN
2012,12,29,20,NaN
2012,12,29,21,NaN
2012,12,29,22,NaN
2012,12,29,23,NaN
2012,12,30,0,NaN
2012,12,30,1,NaN
2012,12,30,2,NaN
2012,12,30,3,115
2012,12,30,4,150
2012,12,30,5,140
2012,12,30,6,155
2012,12,30,7,110
2012,12,30,8,145
2012,12,30,9,130
2012,12,30,10,125
2012,12,30,11,120
2012,12,30,12,110
2012,12,30,13,NaN
2012,12,30,14,NaN
2012,12,30,15,NaN
2012,12,30,16,NaN
2012,12,30,17,NaN
2012,12,30,18,NaN
2012,12,30,19,NaN
2012,12,30,20,NaN
2012,12,30,21,NaN
2012,12,30,22,NaN
2012,12,30,23,NaN
2012,12,31,0,NaN
2012,12,31,1,NaN
2012,12,31,2,110
2012,12,31,3,105
2012,12,31,4,140
2012,12,31,5,110
2012,12,31,6,140
2012,12,31,7,140
2012,12,31,8,165
2012,12,31,9,135
2012,12,31,10,130
2012,12,31,11,115
2012,12,31,12,NaN
2012,12,31,13,100
2012,12,31,14,100
2012,12,31,15,NaN
2012,12,31,16,NaN
2012,12,31,17,NaN
2012,12,31,18,NaN
2012,12,31,19,NaN
2012,12,31,20,NaN
2012,12,31,21,NaN
2012,12,31,22,NaN
2012,12,31,23,NaN
2013,1,1,0,NaN
2013,1,1,1,NaN
2013,1,1,2,110
2013,1,1,3,110
2013,1,1,4,130
2013,1,1,5,135
2013,1,1,6,130
2013,1,1,7,165
2013,1,1,8,150
2013,1,1,9,165
2013,1,1,10,140
2013,1,1,11,120
2013,1,1,12,115
2013,1,1,13,NaN
2013,1,1,14,NaN
2013,1,1,15,NaN
2013,1,1,16,NaN
2013,1,1,17,NaN
2013,1,1,18,NaN
2013,1,1,19,NaN
2013,1,1,20,NaN
2013,1,1,21,NaN
2013,1,1,22,NaN
2013,1,1,23,NaN
2013,1,2,0,NaN
2013,1,2,1,NaN
2013,1,2,2,105
2013,1,2,3,185
2013,1,2,4,135
2013,1,2,5,110
2013,1,2,6,110
2013,1,2,7,150
2013,1,2,8,170
2013,1,2,9,150
2013,1,2,10,175
2013,1,2,11,NaN
2013,1,2,12,NaN
2013,1,2,13,NaN
2013,1,2,14,NaN
2013,1,2,15,NaN
2013,1,2,16,NaN
2013,1,2,17,NaN
2013,1,2,18,NaN
2013,1,2,19,100
2013,1,2,20,NaN
2013,1,2,21,NaN
2013,1,2,22,NaN
2013,1,2,23,NaN
2013,1,3,0,NaN
2013,1,3,1,110
2013,1,3,2,110
2013,1,3,3,180
2013,1,3,4,150
2013,1,3,5,145
2013,1,3,6,100
2013,1,3,7,145
2013,1,3,8,100
2013,1,3,9,100
2013,1,3,10,100
2013,1,3,11,100
2013,1,3,12,NaN
2013,1,3,13,NaN
2013,1,3,14,NaN
2013,1,3,15,NaN
2013,1,3,16,100
2013,1,3,17,105
2013,1,3,18,NaN
2013,1,3,19,105
2013,1,3,20,100
2013,1,3,21,100
2013,1,3,22,110
2013,1,3,23,NaN
2013,1,4,0,NaN
2013,1,4,1,100
2013,1,4,2,100
2013,1,4,3,100
2013,1,4,4,115
2013,1,4,5,115
2013,1,4,6,165
2013,1,4,7,155
2013,1,4,8,135
2013,1,4,9,120
2013,1,4,10,105
2013,1,4,11,105
2013,1,4,12,105
2013,1,4,13,110
2013,1,4,14,110
2013,1,4,15,105
2013,1,4,16,110
2013,1,4,17,NaN
2013,1,4,18,NaN
2013,1,4,19,NaN
2013,1,4,20,NaN
2013,1,4,21,100
2013,1,4,22,110
2013,1,4,23,NaN
2013,1,5,0,110
2013,1,5,1,110
2013,1,5,2,NaN
2013,1,5,3,105
2013,1,5,4,125
2013,1,5,5,120
2013,1,5,6,130
2013,1,5,7,145
2013,1,5,8,100
2013,1,5,9,140
2013,1,5,10,115
2013,1,5,11,110
2013,1,5,12,110
2013,1,5,13,110
2013,1,5,14,110
2013,1,5,15,110
2013,1,5,16,110
2013,1,5,17,110
2013,1,5,18,110
2013,1,5,19,100
2013,1,5,20,NaN
2013,1,5,21,NaN
2013,1,5,22,100
2013,1,5,23,100
2013,1,6,0,100
2013,1,6,1,110
2013,1,6,2,110
2013,1,6,3,110
2013,1,6,4,105
2013,1,6,5,160
2013,1,6,6,175
2013,1,6,7,110
2013,1,6,8,105
2013,1,6,9,105
2013,1,6,10,100
2013,1,6,11,105
2013,1,6,12,110
2013,1,6,13,105
2013,1,6,14,105
2013,1,6,15,110
2013,1,6,16,100
2013,1,6,17,100
2013,1,6,18,100
2013,1,6,19,100
2013,1,6,20,100
2013,1,6,21,NaN
2013,1,6,22,NaN
2013,1,6,23,100
2013,1,7,0,NaN
2013,1,7,1,NaN
2013,1,7,2,110
2013,1,7,3,100
2013,1,7,4,105
2013,1,7,5,105
2013,1,7,6,100
2013,1,7,7,100
2013,1,7,8,100
2013,1,7,9,100
2013,1,7,10,105
2013,1,7,11,NaN
2013,1,7,12,110
2013,1,7,13,NaN
2013,1,7,14,NaN
2013,1,7,15,NaN
2013,1,7,16,100
2013,1,7,17,100
2013,1,7,18,100
2013,1,7,19,100
2013,1,7,20,100
2013,1,7,21,NaN
2013,1,7,22,NaN
2013,1,7,23,NaN
2013,1,8,0,NaN
2013,1,8,1,NaN
2013,1,8,2,NaN
2013,1,8,3,130
2013,1,8,4,165
2013,1,8,5,115
2013,1,8,6,125
2013,1,8,7,185
2013,1,8,8,165
2013,1,8,9,150
2013,1,8,10,135
2013,1,8,11,NaN
2013,1,8,12,NaN
2013,1,8,13,NaN
2013,1,8,14,NaN
2013,1,8,15,NaN
2013,1,8,16,NaN
2013,1,8,17,105
2013,1,8,18,NaN
2013,1,8,19,NaN
2013,1,8,20,NaN
2013,1,8,21,NaN
2013,1,8,22,NaN
2013,1,8,23,NaN
2013,1,9,0,NaN
2013,1,9,1,NaN
2013,1,9,2,NaN
2013,1,9,3,180
2013,1,9,4,130
2013,1,9,5,110
2013,1,9,6,110
2013,1,9,7,110
2013,1,9,8,110
2013,1,9,9,105
2013,1,9,10,175
2013,1,9,11,NaN
2013,1,9,12,NaN
2013,1,9,13,100
2013,1,9,14,NaN
2013,1,9,15,NaN
2013,1,9,16,NaN
2013,1,9,17,NaN
2013,1,9,18,NaN
2013,1,9,19,NaN
2013,1,9,20,NaN
2013,1,9,21,NaN
2013,1,9,22,NaN
2013,1,9,23,NaN
2013,1,10,0,NaN
2013,1,10,1,110
2013,1,10,2,120
2013,1,10,3,130
2013,1,10,4,115
2013,1,10,5,120
2013,1,10,6,120
2013,1,10,7,160
2013,1,10,8,165
2013,1,10,9,150
2013,1,10,10,120
2013,1,10,11,110
2013,1,10,12,NaN
2013,1,10,13,NaN
2013,1,10,14,110
2013,1,10,15,NaN
2013,1,10,16,NaN
2013,1,10,17,NaN
2013,1,10,18,NaN
2013,1,10,19,NaN
2013,1,10,20,NaN
2013,1,10,21,NaN
2013,1,10,22,NaN
2013,1,10,23,115
2013,1,11,0,NaN
2013,1,11,1,NaN
2013,1,11,2,NaN
2013,1,11,3,105
2013,1,11,4,130
2013,1,11,5,120
2013,1,11,6,135
2013,1,11,7,145
2013,1,11,8,125
2013,1,11,9,130
2013,1,11,10,125
2013,1,11,11,115
2013,1,11,12,110
2013,1,11,13,NaN
2013,1,11,14,110
2013,1,11,15,105
2013,1,11,16,NaN
2013,1,11,17,NaN
2013,1,11,18,NaN
2013,1,11,19,NaN
2013,1,11,20,NaN
2013,1,11,21,NaN
2013,1,11,22,NaN
2013,1,11,23,115
2013,1,12,0,NaN
2013,1,12,1,110
2013,1,12,2,100
2013,1,12,3,135
2013,1,12,4,130
2013,1,12,5,130
2013,1,12,6,120
2013,1,12,7,125
2013,1,12,8,140
2013,1,12,9,125
2013,1,12,10,120
2013,1,12,11,110
2013,1,12,12,110
2013,1,12,13,115
2013,1,12,14,NaN
2013,1,12,15,115
2013,1,12,16,NaN
2013,1,12,17,NaN
2013,1,12,18,100
2013,1,12,19,110
2013,1,12,20,NaN
2013,1,12,21,NaN
2013,1,12,22,NaN
2013,1,12,23,NaN
2013,1,13,0,NaN
2013,1,13,1,110
2013,1,13,2,110
2013,1,13,3,110
2013,1,13,4,160
2013,1,13,5,160
2013,1,13,6,160
2013,1,13,7,110
2013,1,13,8,160
2013,1,13,9,140
2013,1,13,10,150
2013,1,13,11,NaN
2013,1,13,12,NaN
2013,1,13,13,NaN
2013,1,13,14,NaN
2013,1,13,15,NaN
2013,1,13,16,NaN
2013,1,13,17,NaN
2013,1,13,18,NaN
2013,1,13,19,NaN
2013,1,13,20,NaN
2013,1,13,21,NaN
2013,1,13,22,NaN
2013,1,13,23,NaN
2013,1,14,0,NaN
2013,1,14,1,NaN
2013,1,14,2,NaN
2013,1,14,3,190
2013,1,14,4,145
2013,1,14,5,105
2013,1,14,6,150
2013,1,14,7,110
2013,1,14,8,120
2013,1,14,9,140
2013,1,14,10,145
2013,1,14,11,NaN
2013,1,14,12,NaN
2013,1,14,13,NaN
2013,1,14,14,NaN
2013,1,14,15,NaN
2013,1,14,16,NaN
2013,1,14,17,NaN
2013,1,14,18,100
2013,1,14,19,100
2013,1,14,20,NaN
2013,1,14,21,NaN
2013,1,14,22,NaN
2013,1,14,23,NaN
2013,1,15,0,NaN
2013,1,15,1,NaN
2013,1,15,2,NaN
2013,1,15,3,105
2013,1,15,4,150
2013,1,15,5,110
2013,1,15,6,160
2013,1,15,7,125
2013,1,15,8,180
2013,1,15,9,135
2013,1,15,10,120
2013,1,15,11,120
2013,1,15,12,120
2013,1,15,13,120
2013,1,15,14,120
2013,1,15,15,115
2013,1,15,16,NaN
2013,1,15,17,NaN
2013,1,15,18,NaN
2013,1,15,19,100
2013,1,15,20,NaN
2013,1,15,21,NaN
2013,1,15,22,NaN
2013,1,15,23,NaN
2013,1,16,0,NaN
2013,1,16,1,NaN
2013,1,16,2,NaN
2013,1,16,3,165
2013,1,16,4,130
2013,1,16,5,125
2013,1,16,6,160
2013,1,16,7,145
2013,1,16,8,130
2013,1,16,9,160
2013,1,16,10,130
2013,1,16,11,120
2013,1,16,12,120
2013,1,16,13,110
2013,1,16,14,115
2013,1,16,15,110
2013,1,16,16,NaN
2013,1,16,17,NaN
2013,1,16,18,NaN
2013,1,16,19,NaN
2013,1,16,20,NaN
2013,1,16,21,100
2013,1,16,22,100
2013,1,16,23,NaN
2013,1,17,0,NaN
2013,1,17,1,NaN
2013,1,17,2,NaN
2013,1,17,3,105
2013,1,17,4,140
2013,1,17,5,100
2013,1,17,6,100
2013,1,17,7,155
2013,1,17,8,155
2013,1,17,9,135
2013,1,17,10,130
2013,1,17,11,135
2013,1,17,12,NaN
2013,1,17,13,NaN
2013,1,17,14,NaN
2013,1,17,15,NaN
2013,1,17,16,NaN
2013,1,17,17,NaN
2013,1,17,18,NaN
2013,1,17,19,NaN
2013,1,17,20,NaN
2013,1,17,21,125
2013,1,17,22,115
2013,1,17,23,NaN
2013,1,18,0,NaN
2013,1,18,1,NaN
2013,1,18,2,110
2013,1,18,3,105
2013,1,18,4,150
2013,1,18,5,150
2013,1,18,6,135
2013,1,18,7,115
2013,1,18,8,180
2013,1,18,9,150
2013,1,18,10,175
2013,1,18,11,100
2013,1,18,12,100
2013,1,18,13,NaN
2013,1,18,14,NaN
2013,1,18,15,NaN
2013,1,18,16,115
2013,1,18,17,110
2013,1,18,18,100
2013,1,18,19,100
2013,1,18,20,100
2013,1,18,21,100
2013,1,18,22,NaN
2013,1,18,23,100
2013,1,19,0,NaN
2013,1,19,1,NaN
2013,1,19,2,NaN
2013,1,19,3,110
2013,1,19,4,140
2013,1,19,5,125
2013,1,19,6,140
2013,1,19,7,130
2013,1,19,8,100
2013,1,19,9,115
2013,1,19,10,190
2013,1,19,11,115
2013,1,19,12,115
2013,1,19,13,NaN
2013,1,19,14,NaN
2013,1,19,15,NaN
2013,1,19,16,NaN
2013,1,19,17,NaN
2013,1,19,18,NaN
2013,1,19,19,NaN
2013,1,19,20,NaN
2013,1,19,21,100
2013,1,19,22,NaN
2013,1,19,23,NaN
2013,1,20,0,NaN
2013,1,20,1,NaN
2013,1,20,2,105
2013,1,20,3,105
2013,1,20,4,180
2013,1,20,5,105
2013,1,20,6,100
2013,1,20,7,100
2013,1,20,8,100
2013,1,20,9,100
2013,1,20,10,100
2013,1,20,11,100
2013,1,20,12,NaN
2013,1,20,13,NaN
2013,1,20,14,NaN
2013,1,20,15,NaN
2013,1,20,16,NaN
2013,1,20,17,NaN
2013,1,20,18,NaN
2013,1,20,19,NaN
2013,1,20,20,100
2013,1,20,21,NaN
2013,1,20,22,NaN
2013,1,20,23,115
2013,1,21,0,110
2013,1,21,1,NaN
2013,1,21,2,NaN
2013,1,21,3,110
2013,1,21,4,145
2013,1,21,5,105
2013,1,21,6,100
2013,1,21,7,100
2013,1,21,8,120
2013,1,21,9,150
2013,1,21,10,100
2013,1,21,11,NaN
2013,1,21,12,NaN
2013,1,21,13,NaN
2013,1,21,14,NaN
2013,1,21,15,NaN
2013,1,21,16,NaN
2013,1,21,17,NaN
2013,1,21,18,NaN
2013,1,21,19,NaN
2013,1,21,20,NaN
2013,1,21,21,100
2013,1,21,22,NaN
2013,1,21,23,NaN
2013,1,22,0,NaN
2013,1,22,1,NaN
2013,1,22,2,NaN
2013,1,22,3,160
2013,1,22,4,170
2013,1,22,5,160
2013,1,22,6,180
2013,1,22,7,100
2013,1,22,8,130
2013,1,22,9,100
2013,1,22,10,125
2013,1,22,11,NaN
2013,1,22,12,100
2013,1,22,13,NaN
2013,1,22,14,NaN
2013,1,22,15,NaN
2013,1,22,16,NaN
2013,1,22,17,NaN
2013,1,22,18,NaN
2013,1,22,19,NaN
2013,1,22,20,NaN
2013,1,22,21,NaN
2013,1,22,22,NaN
2013,1,22,23,NaN
2013,1,23,0,NaN
2013,1,23,1,NaN
2013,1,23,2,NaN
2013,1,23,3,105
2013,1,23,4,100
2013,1,23,5,100
2013,1,23,6,100
2013,1,23,7,100
2013,1,23,8,190
2013,1,23,9,160
2013,1,23,10,170
2013,1,23,11,115
2013,1,23,12,110
2013,1,23,13,NaN
2013,1,23,14,NaN
2013,1,23,15,NaN
2013,1,23,16,NaN
2013,1,23,17,100
2013,1,23,18,NaN
2013,1,23,19,NaN
2013,1,23,20,NaN
2013,1,23,21,NaN
2013,1,23,22,120
2013,1,23,23,NaN
2013,1,24,0,NaN
2013,1,24,1,NaN
2013,1,24,2,110
2013,1,24,3,150
2013,1,24,4,100
2013,1,24,5,130
2013,1,24,6,105
2013,1,24,7,100
2013,1,24,8,125
2013,1,24,9,145
2013,1,24,10,130
2013,1,24,11,100
2013,1,24,12,105
2013,1,24,13,110
2013,1,24,14,105
2013,1,24,15,NaN
2013,1,24,16,NaN
2013,1,24,17,NaN
2013,1,24,18,NaN
2013,1,24,19,NaN
2013,1,24,20,NaN
2013,1,24,21,NaN
2013,1,24,22,NaN
2013,1,24,23,NaN
2013,1,25,0,NaN
2013,1,25,1,NaN
2013,1,25,2,NaN
2013,1,25,3,NaN
2013,1,25,4,100
2013,1,25,5,185
2013,1,25,6,100
2013,1,25,7,165
2013,1,25,8,145
2013,1,25,9,130
2013,1,25,10,115
2013,1,25,11,110
2013,1,25,12,NaN
2013,1,25,13,NaN
2013,1,25,14,NaN
2013,1,25,15,NaN
2013,1,25,16,NaN
2013,1,25,17,NaN
2013,1,25,18,NaN
2013,1,25,19,NaN
2013,1,25,20,NaN
2013,1,25,21,NaN
2013,1,25,22,NaN
2013,1,25,23,NaN
2013,1,26,0,NaN
2013,1,26,1,110
2013,1,26,2,NaN
2013,1,26,3,105
2013,1,26,4,100
2013,1,26,5,145
2013,1,26,6,190
2013,1,26,7,160
2013,1,26,8,140
2013,1,26,9,125
2013,1,26,10,120
2013,1,26,11,110
2013,1,26,12,110
2013,1,26,13,110
2013,1,26,14,NaN
2013,1,26,15,NaN
2013,1,26,16,NaN
2013,1,26,17,NaN
2013,1,26,18,NaN
2013,1,26,19,NaN
2013,1,26,20,120
2013,1,26,21,120
2013,1,26,22,110
2013,1,26,23,110
2013,1,27,0,NaN
2013,1,27,1,NaN
2013,1,27,2,115
2013,1,27,3,130
2013,1,27,4,105
2013,1,27,5,180
2013,1,27,6,180
2013,1,27,7,140
2013,1,27,8,100
2013,1,27,9,100
2013,1,27,10,165
2013,1,27,11,140
2013,1,27,12,120
2013,1,27,13,NaN
2013,1,27,14,125
2013,1,27,15,115
2013,1,27,16,NaN
2013,1,27,17,NaN
2013,1,27,18,NaN
2013,1,27,19,NaN
2013,1,27,20,NaN
2013,1,27,21,NaN
2013,1,27,22,NaN
2013,1,27,23,NaN
2013,1,28,0,NaN
2013,1,28,1,NaN
2013,1,28,2,NaN
2013,1,28,3,110
2013,1,28,4,105
2013,1,28,5,NaN
2013,1,28,6,100
2013,1,28,7,NaN
2013,1,28,8,140
2013,1,28,9,125
2013,1,28,10,120
2013,1,28,11,115
2013,1,28,12,105
2013,1,28,13,105
2013,1,28,14,NaN
2013,1,28,15,NaN
2013,1,28,16,NaN
2013,1,28,17,NaN
2013,1,28,18,NaN
2013,1,28,19,NaN
2013,1,28,20,NaN
2013,1,28,21,NaN
2013,1,28,22,NaN
2013,1,28,23,NaN
2013,1,29,0,NaN
2013,1,29,1,NaN
2013,1,29,2,NaN
2013,1,29,3,110
2013,1,29,4,105
2013,1,29,5,105
2013,1,29,6,NaN
2013,1,29,7,190
2013,1,29,8,180
2013,1,29,9,175
2013,1,29,10,145
2013,1,29,11,115
2013,1,29,12,115
2013,1,29,13,NaN
2013,1,29,14,NaN
2013,1,29,15,NaN
2013,1,29,16,NaN
2013,1,29,17,NaN
2013,1,29,18,NaN
2013,1,29,19,NaN
2013,1,29,20,NaN
2013,1,29,21,NaN
2013,1,29,22,NaN
2013,1,29,23,100
2013,1,30,0,115
2013,1,30,1,110
2013,1,30,2,110
2013,1,30,3,100
2013,1,30,4,165
2013,1,30,5,100
2013,1,30,6,NaN
2013,1,30,7,160
2013,1,30,8,170
2013,1,30,9,165
2013,1,30,10,100
2013,1,30,11,110
2013,1,30,12,100
2013,1,30,13,105
2013,1,30,14,NaN
2013,1,30,15,110
2013,1,30,16,NaN
2013,1,30,17,NaN
2013,1,30,18,NaN
2013,1,30,19,NaN
2013,1,30,20,100
2013,1,30,21,100
2013,1,30,22,NaN
2013,1,30,23,NaN
2013,1,31,0,NaN
2013,1,31,1,NaN
2013,1,31,2,NaN
2013,1,31,3,180
2013,1,31,4,145
2013,1,31,5,150
2013,1,31,6,100
2013,1,31,7,130
2013,1,31,8,135
2013,1,31,9,155
2013,1,31,10,150
2013,1,31,11,180
2013,1,31,12,100
2013,1,31,13,100
2013,1,31,14,NaN
2013,1,31,15,NaN
2013,1,31,16,NaN
2013,1,31,17,NaN
2013,1,31,18,NaN
2013,1,31,19,NaN
2013,1,31,20,NaN
2013,1,31,21,NaN
2013,1,31,22,NaN
2013,1,31,23,NaN
2013,2,1,0,NaN
2013,2,1,1,NaN
2013,2,1,2,NaN
2013,2,1,3,150
2013,2,1,4,175
2013,2,1,5,105
2013,2,1,6,NaN
2013,2,1,7,130
2013,2,1,8,150
2013,2,1,9,100
2013,2,1,10,170
2013,2,1,11,130
2013,2,1,12,NaN
2013,2,1,13,NaN
2013,2,1,14,NaN
2013,2,1,15,NaN
2013,2,1,16,NaN
2013,2,1,17,NaN
2013,2,1,18,NaN
2013,2,1,19,NaN
2013,2,1,20,NaN
2013,2,1,21,NaN
2013,2,1,22,NaN
2013,2,1,23,NaN
2013,2,2,0,NaN
2013,2,2,1,NaN
2013,2,2,2,NaN
2013,2,2,3,150
2013,2,2,4,110
2013,2,2,5,120
2013,2,2,6,110
2013,2,2,7,135
2013,2,2,8,110
2013,2,2,9,145
2013,2,2,10,150
2013,2,2,11,NaN
2013,2,2,12,NaN
2013,2,2,13,NaN
2013,2,2,14,NaN
2013,2,2,15,NaN
2013,2,2,16,NaN
2013,2,2,17,NaN
2013,2,2,18,100
2013,2,2,19,100
2013,2,2,20,NaN
2013,2,2,21,NaN
2013,2,2,22,NaN
2013,2,2,23,NaN
2013,2,3,0,NaN
2013,2,3,1,NaN
2013,2,3,2,105
2013,2,3,3,165
2013,2,3,4,105
2013,2,3,5,105
2013,2,3,6,110
2013,2,3,7,100
2013,2,3,8,100
2013,2,3,9,110
2013,2,3,10,165
2013,2,3,11,145
2013,2,3,12,NaN
2013,2,3,13,NaN
2013,2,3,14,NaN
2013,2,3,15,NaN
2013,2,3,16,NaN
2013,2,3,17,NaN
2013,2,3,18,NaN
2013,2,3,19,130
2013,2,3,20,NaN
2013,2,3,21,NaN
2013,2,3,22,NaN
2013,2,3,23,NaN
2013,2,4,0,NaN
2013,2,4,1,NaN
2013,2,4,2,110
2013,2,4,3,150
2013,2,4,4,150
2013,2,4,5,130
2013,2,4,6,130
2013,2,4,7,135
2013,2,4,8,180
2013,2,4,9,165
2013,2,4,10,160
2013,2,4,11,140
2013,2,4,12,110
2013,2,4,13,NaN
2013,2,4,14,NaN
2013,2,4,15,NaN
2013,2,4,16,NaN
2013,2,4,17,NaN
2013,2,4,18,NaN
2013,2,4,19,NaN
2013,2,4,20,NaN
2013,2,4,21,NaN
2013,2,4,22,NaN
2013,2,4,23,NaN
2013,2,5,0,NaN
2013,2,5,1,NaN
2013,2,5,2,105
2013,2,5,3,150
2013,2,5,4,170
2013,2,5,5,160
2013,2,5,6,125
2013,2,5,7,100
2013,2,5,8,175
2013,2,5,9,130
2013,2,5,10,150
2013,2,5,11,115
2013,2,5,12,110
2013,2,5,13,100
2013,2,5,14,NaN
2013,2,5,15,NaN
2013,2,5,16,NaN
2013,2,5,17,NaN
2013,2,5,18,NaN
2013,2,5,19,NaN
2013,2,5,20,NaN
2013,2,5,21,NaN
2013,2,5,22,NaN
2013,2,5,23,NaN
2013,2,6,0,NaN
2013,2,6,1,NaN
2013,2,6,2,NaN
2013,2,6,3,140
2013,2,6,4,135
2013,2,6,5,180
2013,2,6,6,100
2013,2,6,7,180
2013,2,6,8,105
2013,2,6,9,110
